System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
11:39:57.549,27546692794207,61.323447, 3100,  23.221,1201.573, 333.770,  11.746, 529.768, 147.158, 77,0,47,  750
11:39:57.651,27546947366341,61.425511, 3100,  23.163,1203.937, 334.427,  12.015, 530.994, 147.498, 79,0,47,  750
11:39:57.750,27547193132841,61.524045, 2800,  16.305,1205.544, 334.873,   6.428, 531.627, 147.674, 76,0,47,  750
11:39:57.850,27547442937231,61.624198, 2500,  13.975,1206.943, 335.262,   4.416, 532.070, 147.797, 75,0,47,  750
11:39:57.951,27547695961519,61.725642, 2500,  16.259,1208.593, 335.720,   6.005, 532.679, 147.966, 76,0,47,  750
11:39:58.050,27547941335906,61.824019, 2500,  15.916,1210.159, 336.155,   5.661, 533.236, 148.121, 76,0,47,  750
11:39:58.149,27548189626956,61.923566, 3500,  32.924,1213.436, 337.066,  20.765, 535.303, 148.695, 81,0,47,  750
11:39:58.250,27548441957780,62.024731, 1700,  19.561,1215.415, 337.615,   8.957, 536.209, 148.947, 77,0,47,  750
11:39:58.349,27548687652550,62.123237, 2800,  27.304,1218.104, 338.362,  15.176, 537.704, 149.362, 80,0,47,  750
11:39:58.451,27548943237785,62.225641, 1700,  29.647,1221.141, 339.206,  17.133, 539.458, 149.850, 81,0,47,  750
11:39:58.551,27549192831663,62.325709,  800,  19.329,1223.075, 339.743,   8.210, 540.280, 150.078, 83,0,47,  750
11:39:58.649,27549437332153,62.423736, 3500,  19.045,1224.942, 340.262,   7.829, 541.047, 150.291, 81,0,47,  750
11:39:58.750,27549687718717,62.524122, 3600,  21.302,1227.080, 340.856,   9.547, 542.006, 150.557, 84,0,47,  750
11:39:58.853,27549944462699,62.627058, 3500,  19.506,1229.088, 341.413,   8.311, 542.861, 150.795, 87,0,47,  750
11:39:58.949,27550184126974,62.723145, 3500,  24.342,1231.427, 342.063,  11.801, 543.995, 151.110, 80,0,47,  750
11:39:59.050,27550436641138,62.824385,  800,  21.327,1233.586, 342.663,   9.762, 544.983, 151.384, 86,0,47,  750
11:39:59.151,27550688168715,62.925229, 3500,  22.617,1235.867, 343.296,  10.749, 546.067, 151.685, 83,0,47,  750
11:39:59.250,27550934444563,63.023967, 2500,  14.770,1237.325, 343.701,   5.024, 546.563, 151.823, 76,0,47,  750
11:39:59.349,27551183506220,63.123822, 1700,  22.644,1239.586, 344.330,  11.270, 547.689, 152.136, 76,0,47,  750
11:39:59.450,27551435252060,63.224754, 1700,  12.123,1240.810, 344.669,   3.100, 548.002, 152.223, 76,0,47,  750
11:39:59.553,27551691710348,63.327575, 3500,  19.462,1242.811, 345.225,   8.455, 548.871, 152.464, 81,0,47,  750
11:39:59.652,27551939003869,63.426721, 3500,  20.660,1244.859, 345.794,   9.024, 549.766, 152.713, 78,0,47,  750
11:39:59.751,27552185276040,63.525458, 3500,  20.705,1246.904, 346.362,   9.141, 550.668, 152.963, 84,0,47,  750
11:39:59.851,27552433861932,63.625122, 2500,  25.904,1249.485, 347.079,  13.946, 552.058, 153.349, 81,0,47,  750
11:39:59.953,27552688485785,63.727208, 3200,  28.857,1252.431, 347.898,  16.333, 553.726, 153.813, 81,0,47,  750
11:40:00.051,27552933265813,63.825346, 2500,  24.500,1254.836, 348.565,  12.739, 554.976, 154.160, 77,0,47,  750
11:40:00.151,27553181969220,63.925058, 1700,  12.741,1256.106, 348.918,   3.427, 555.317, 154.255, 76,0,47,  750
11:40:00.249,27553426542950,64.023114, 1700,  12.161,1257.299, 349.250,   3.148, 555.626, 154.341, 75,0,47,  750
11:40:00.350,27553680202322,64.124747, 2700,  13.174,1258.637, 349.622,   3.810, 556.013, 154.448, 75,0,47,  750
11:40:00.453,27553937473583,64.227893, 3100,  11.867,1259.862, 349.962,   2.935, 556.316, 154.532, 75,0,47,  750
11:40:00.550,27554177377794,64.324077, 3600,  22.521,1262.028, 350.563,  10.186, 557.296, 154.804, 80,0,47,  750
11:40:00.651,27554429133805,64.425013, 3100,  21.933,1264.241, 351.178,  10.771, 558.383, 155.106, 76,0,47,  750
11:40:00.753,27554684596116,64.527434, 2700,  19.736,1266.263, 351.740,   8.334, 559.237, 155.344, 79,0,47,  750
11:40:00.849,27554925099674,64.623858, 3500,  19.381,1268.132, 352.259,   8.047, 560.013, 155.559, 82,0,47,  750
11:40:00.951,27555177622292,64.725101, 2500,  20.665,1270.224, 352.840,   9.104, 560.934, 155.815, 79,0,47,  750
11:40:01.052,27555430122532,64.826335, 3500,  25.733,1272.829, 353.564,  13.086, 562.259, 156.183, 79,0,47,  750
11:40:01.152,27555680197855,64.926597, 1700,  19.867,1274.821, 354.117,   9.434, 563.205, 156.446, 76,0,47,  750
11:40:01.253,27555932652725,65.027812, 2500,  11.747,1276.010, 354.447,   2.683, 563.476, 156.521, 74,0,47,  750
11:40:01.352,27556177902250,65.126139, 1700,  12.432,1277.232, 354.787,   3.382, 563.809, 156.614, 75,0,47,  750
11:40:01.452,27556426901040,65.225969, 2500,  11.665,1278.397, 355.110,   2.923, 564.101, 156.695, 74,0,47,  750
11:40:01.550,27556673558160,65.324861, 3100,  19.727,1280.348, 355.652,   8.938, 564.985, 156.940, 75,0,47,  750
11:40:01.652,27556927770377,65.426781, 3500,  17.743,1282.156, 356.154,   6.669, 565.664, 157.129, 79,0,47,  750
11:40:01.753,27557177645865,65.526962, 2500,  23.005,1284.461, 356.795,  11.259, 566.792, 157.442, 77,0,47,  750
11:40:01.849,27557418748444,65.623627, 3200,  13.240,1285.740, 357.150,   3.740, 567.154, 157.543, 74,0,47,  750
11:40:01.949,27557666559691,65.722981, 3100,  15.920,1287.322, 357.590,   5.780, 567.728, 157.702, 75,0,47,  750
11:40:02.051,27557921958093,65.825376, 3100,  15.485,1288.908, 358.030,   5.640, 568.306, 157.863, 75,0,47,  750
11:40:02.151,27558171553650,65.925380, 2500,  18.826,1290.790, 358.553,   7.896, 569.095, 158.082, 75,0,47,  750
11:40:02.249,27558416511196,66.023590, 3400,  16.950,1292.455, 359.015,   6.833, 569.766, 158.268, 76,0,47,  750
11:40:02.352,27558673812806,66.126748, 2500,  20.643,1294.585, 359.607,   9.591, 570.756, 158.543, 76,0,47,  750
11:40:02.452,27558922206545,66.226336, 1700,  12.905,1295.870, 359.964,   3.474, 571.102, 158.639, 75,0,47,  750
11:40:02.549,27559164796210,66.323596, 2500,  11.207,1296.960, 360.267,   2.562, 571.351, 158.709, 74,0,47,  750
11:40:02.653,27559423618169,66.427365, 2700,  12.500,1298.257, 360.627,   3.522, 571.716, 158.810, 75,0,47,  750
11:40:02.753,27559674219897,66.527838, 3100,  11.843,1299.447, 360.957,   2.967, 572.014, 158.893, 75,0,47,  750
11:40:02.853,27559922768500,66.627487, 2500,  18.901,1301.330, 361.481,   8.307, 572.842, 159.123, 76,0,47,  750
11:40:02.949,27560162517294,66.723609, 3500,  26.458,1303.874, 362.187,  14.397, 574.226, 159.507, 80,0,47,  750
11:40:03.049,27560411867315,66.823580, 3500,  28.434,1306.716, 362.977,  16.349, 575.861, 159.961, 82,0,47,  750
11:40:03.151,27560665717502,66.925355, 3500,  22.697,1309.026, 363.618,  11.806, 577.062, 160.295, 82,0,47,  750
11:40:03.249,27560910916065,67.023661, 3500,  26.628,1311.644, 364.346,  14.592, 578.497, 160.693, 79,0,47,  750
11:40:03.350,27561161656322,67.124189, 2500,  27.228,1314.381, 365.106,  14.638, 579.968, 161.102, 82,0,47,  750
11:40:03.450,27561411694108,67.224436, 3100,  15.654,1315.950, 365.542,   5.771, 580.547, 161.263, 76,0,47,  750
11:40:03.551,27561662516553,67.324997, 3500,  16.851,1317.645, 366.012,   6.433, 581.194, 161.443, 74,0,47,  750
11:40:03.652,27561915183812,67.426298, 2500,  17.204,1319.388, 366.497,   6.681, 581.870, 161.631, 75,0,47,  750
11:40:03.749,27562158586168,67.523884, 3100,  14.465,1320.799, 366.889,   4.700, 582.329, 161.758, 78,0,47,  750
11:40:03.849,27562406702259,67.623361, 3500,  18.608,1322.650, 367.403,   7.635, 583.089, 161.969, 83,0,47,  750
11:40:03.950,27562658602663,67.724314, 3100,  19.949,1324.664, 367.962,   8.376, 583.934, 162.204, 76,0,47,  750
11:40:04.049,27562904664710,67.822941, 3100,  23.800,1327.012, 368.614,  12.357, 585.153, 162.542, 78,0,47,  750
11:40:04.152,27563163624417,67.926764, 3400,  15.442,1328.615, 369.060,   5.498, 585.724, 162.701, 78,0,47,  750
11:40:04.249,27563405555776,68.023761, 3100,  16.381,1330.204, 369.501,   6.087, 586.314, 162.865, 78,0,47,  750
11:40:04.353,27563663641145,68.127234, 3100,  18.744,1332.143, 370.040,   7.954, 587.137, 163.094, 79,0,47,  750
11:40:04.451,27563909392527,68.225762, 2500,  17.385,1333.856, 370.516,   6.914, 587.818, 163.283, 76,0,47,  750
11:40:04.551,27564158544202,68.325653, 3500,  20.158,1335.870, 371.075,   8.951, 588.713, 163.531, 76,0,47,  750
11:40:04.653,27564413248228,68.427771, 2500,  15.498,1337.452, 371.515,   5.439, 589.268, 163.686, 75,0,47,  750
11:40:04.750,27564653627506,68.524145, 3100,  14.821,1338.881, 371.911,   5.000, 589.750, 163.819, 76,0,47,  750
11:40:04.849,27564900890507,68.623279, 2500,  19.126,1340.777, 372.438,   8.489, 590.591, 164.053, 75,0,47,  750
11:40:04.952,27565158195590,68.726440, 3100,  18.269,1342.661, 372.962,   7.896, 591.406, 164.279, 77,0,47,  750
11:40:05.052,27565407611290,68.826437, 1700,  24.161,1345.078, 373.633,  12.258, 592.632, 164.620, 81,0,47,  750
11:40:05.151,27565655319447,68.925749, 2500,  22.190,1347.281, 374.245,  10.786, 593.703, 164.917, 77,0,47,  750
11:40:05.250,27565901501982,69.024450, 2500,  20.162,1349.271, 374.798,   8.935, 594.585, 165.162, 80,0,47,  750
11:40:05.351,27566153094288,69.125320,  800,  18.158,1351.103, 375.306,   7.216, 595.313, 165.365, 76,0,47,  750
11:40:05.450,27566399493120,69.224108, 2500,  13.618,1352.448, 375.680,   4.084, 595.716, 165.477, 76,0,47,  750
11:40:05.552,27566654912194,69.326512, 2500,  14.935,1353.978, 376.105,   5.057, 596.234, 165.621, 75,0,47,  750
11:40:05.649,27566897506132,69.423774, 2800,  23.945,1356.307, 376.752,  12.806, 597.479, 165.967, 77,0,47,  750
11:40:05.751,27567150569684,69.525234, 3500,  20.937,1358.431, 377.342,   9.771, 598.471, 166.242, 83,0,47,  750
11:40:05.852,27567402901535,69.626334, 3500,  19.660,1360.419, 377.894,   8.220, 599.302, 166.473, 82,0,47,  750
11:40:05.951,27567651285850,69.725918, 2800,  22.701,1362.679, 378.522,  11.458, 600.443, 166.790, 78,0,47,  750
11:40:06.050,27567898093880,69.824870, 1700,  31.173,1365.764, 379.379,  18.551, 602.279, 167.300, 87,0,47,  750
11:40:06.150,27568146342992,69.924399, 3600,  30.301,1368.780, 380.217,  17.246, 603.995, 167.776, 83,0,47,  750
11:40:06.248,27568391804288,70.022811, 2500,  20.116,1370.759, 380.766,   8.780, 604.859, 168.016, 78,0,47,  750
11:40:06.352,27568650462594,70.126514, 2500,  16.449,1372.465, 381.240,   6.083, 605.490, 168.192, 75,0,47,  750
11:40:06.452,27568898825732,70.226089, 2800,  21.256,1374.582, 381.828,  10.304, 606.516, 168.477, 76,0,47,  750
11:40:06.552,27569150136120,70.326846, 2500,  15.887,1376.182, 382.273,   5.804, 607.101, 168.639, 78,0,47,  750
11:40:06.651,27569395641644,70.425276, 3600,  21.045,1378.254, 382.848,   9.837, 608.069, 168.908, 83,0,47,  750
11:40:06.749,27569640744563,70.523544, 2800,  21.760,1380.392, 383.442,  10.017, 609.053, 169.181, 77,0,47,  750
11:40:06.853,27569899933182,70.627459, 2500,  17.621,1382.223, 383.951,   7.317, 609.814, 169.393, 77,0,47,  750
11:40:06.953,27570149689944,70.727593, 3100,  14.028,1383.628, 384.341,   4.530, 610.267, 169.519, 77,0,47,  750
11:40:07.050,27570391594643,70.824579, 3500,  18.669,1385.439, 384.844,   8.274, 611.070, 169.742, 78,0,47,  750
11:40:07.151,27570643958573,70.925758, 3500,  21.606,1387.625, 385.451,  10.490, 612.131, 170.036, 78,0,47,  750
11:40:07.249,27570887935743,71.023575, 2500,  20.036,1389.585, 385.996,   8.719, 612.984, 170.273, 78,0,47,  750
11:40:07.352,27571144018390,71.126245, 3500,  28.709,1392.532, 386.814,  16.497, 614.678, 170.744, 79,0,47,  750
11:40:07.451,27571391749754,71.225567, 2500,  23.522,1394.868, 387.463,  11.791, 615.849, 171.069, 76,0,47,  750
11:40:07.548,27571634251045,71.322792, 1700,  19.567,1396.771, 387.992,   9.157, 616.739, 171.316, 77,0,47,  750
11:40:07.649,27571886458055,71.423908, 1700,  13.981,1398.184, 388.385,   4.317, 617.176, 171.438, 76,0,47,  750
11:40:07.750,27572138523488,71.524901, 2500,  13.297,1399.527, 388.758,   3.914, 617.571, 171.547, 75,0,47,  750
11:40:07.851,27572389705833,71.625607, 3500,  21.796,1401.722, 389.367,  10.504, 618.629, 171.841, 78,0,47,  750
11:40:07.952,27572641853584,71.726699, 3600,  23.640,1404.112, 390.031,  11.872, 619.829, 172.175, 78,0,47,  750
11:40:08.049,27572883172423,71.823450, 3600,  20.171,1406.064, 390.573,   8.699, 620.671, 172.408, 83,0,47,  750
11:40:08.149,27573133637531,71.923868, 3500,  19.260,1407.998, 391.110,   8.545, 621.529, 172.647, 78,0,47,  750
11:40:08.248,27573380629189,72.022893, 3500,  17.410,1409.722, 391.589,   6.691, 622.191, 172.831, 83,0,47,  750
11:40:08.352,27573638705135,72.126363, 1700,  20.954,1411.890, 392.192,   9.272, 623.151, 173.097, 77,0,47,  750
11:40:08.451,27573885887066,72.225464, 3500,  16.635,1413.538, 392.650,   6.434, 623.788, 173.274, 79,0,47,  750
11:40:08.552,27574138191146,72.326620, 3500,  17.921,1415.351, 393.153,   7.035, 624.500, 173.472, 83,0,47,  750
11:40:08.652,27574388165847,72.426841, 3100,  15.493,1416.904, 393.584,   5.484, 625.049, 173.625, 80,0,47,  750
11:40:08.750,27574631629495,72.524452, 2500,  17.893,1418.651, 394.070,   7.231, 625.755, 173.821, 77,0,47,  750
11:40:08.849,27574878177597,72.623299, 2500,  13.216,1419.957, 394.432,   3.816, 626.132, 173.926, 75,0,47,  750
11:40:08.951,27575133216243,72.725551, 3400,  24.437,1422.456, 395.127,  13.111, 627.473, 174.298, 81,0,47,  750
11:40:09.049,27575376178112,72.822961, 3100,  22.466,1424.644, 395.734,  11.168, 628.561, 174.600, 79,0,47,  750
11:40:09.150,27575630319856,72.924853, 3500,  29.394,1427.639, 396.566,  17.128, 630.306, 175.085, 85,0,47,  750
11:40:09.249,27575875136230,73.023006, 3100,  23.474,1429.943, 397.206,  11.804, 631.465, 175.407, 77,0,47,  750
11:40:09.350,27576127935400,73.124360, 2800,  16.518,1431.617, 397.671,   6.315, 632.105, 175.585, 78,0,47,  750
11:40:09.452,27576381786415,73.226135, 3500,  14.914,1433.135, 398.093,   5.064, 632.620, 175.728, 77,0,47,  750
11:40:09.551,27576628694766,73.325087, 3200,  21.573,1435.270, 398.686,  10.366, 633.646, 176.013, 79,0,47,  750
11:40:09.652,27576880317805,73.425943, 3500,  18.038,1437.089, 399.191,   7.195, 634.372, 176.214, 78,0,47,  750
11:40:09.748,27577121867650,73.522787, 1700,  18.378,1438.869, 399.686,   7.444, 635.093, 176.415, 79,0,47,  750
11:40:09.852,27577380952592,73.626661, 2500,  14.775,1440.404, 400.112,   4.925, 635.604, 176.557, 78,0,47,  750
11:40:09.953,27577632317500,73.727440, 2500,  13.793,1441.794, 400.498,   4.286, 636.036, 176.677, 76,0,47,  750
11:40:10.049,27577870641769,73.822990, 2500,  17.603,1443.476, 400.965,   6.745, 636.680, 176.856, 75,0,47,  750
11:40:10.150,27578122853422,73.924108, 2800,  33.819,1446.895, 401.915,  21.133, 638.817, 177.449, 81,0,47,  750
11:40:10.251,27578375289007,74.025316, 2800,  16.991,1448.615, 402.393,   6.904, 639.516, 177.643, 79,0,47,  750
11:40:10.351,27578624077050,74.125062, 1700,  17.509,1450.361, 402.878,   7.280, 640.242, 177.845, 76,0,47,  750
11:40:10.453,27578878491663,74.227063,  800,  11.241,1451.508, 403.197,   2.568, 640.504, 177.918, 74,0,47,  750
11:40:10.552,27579125999307,74.326295, 3100,  13.414,1452.839, 403.566,   4.064, 640.907, 178.030, 75,0,47,  750
11:40:10.650,27579370985322,74.424517, 2800,  24.258,1455.222, 404.228,  12.335, 642.119, 178.366, 80,0,47,  750
11:40:10.752,27579625178186,74.526429, 3500,  22.993,1457.565, 404.879,  11.506, 643.292, 178.692, 79,0,47,  750
11:40:10.852,27579874822644,74.626518, 2500,  18.639,1459.431, 405.397,   7.606, 644.053, 178.904, 79,0,47,  750
11:40:10.949,27580115397393,74.722971, 3100,  13.396,1460.723, 405.756,   4.008, 644.439, 179.011, 79,0,47,  750
11:40:11.052,27580372446002,74.826028, 3100,  13.933,1462.159, 406.155,   4.264, 644.879, 179.133, 78,0,47,  750
11:40:11.151,27580620307513,74.925402, 3500,  13.854,1463.535, 406.538,   4.337, 645.310, 179.253, 78,0,47,  750
11:40:11.250,27580867938172,75.024684, 2800,  15.660,1465.090, 406.969,   5.690, 645.875, 179.410, 77,0,47,  750
11:40:11.351,27581118010821,75.124944, 3600,  23.841,1467.480, 407.633,  12.272, 647.105, 179.751, 81,0,47,  750
11:40:11.453,27581373188544,75.227186, 2500,  15.586,1469.074, 408.076,   5.539, 647.671, 179.909, 77,0,47,  750
11:40:11.551,27581617288263,75.325051,  800,  14.389,1470.482, 408.467,   4.561, 648.118, 180.033, 74,0,47,  750
11:40:11.649,27581862352563,75.423304, 2500,  15.493,1472.004, 408.890,   5.383, 648.647, 180.180, 75,0,47,  750
11:40:11.751,27582116030924,75.525010, 2500,  16.054,1473.637, 409.344,   5.751, 649.232, 180.342, 76,0,47,  750
11:40:11.852,27582368073722,75.626061, 3100,  15.661,1475.220, 409.783,   5.385, 649.776, 180.493, 74,0,47,  750
11:40:11.953,27582619744169,75.726962, 3600,  19.093,1477.146, 410.318,   8.288, 650.612, 180.726, 78,0,47,  750
11:40:12.053,27582870504547,75.827499, 3500,  19.710,1479.128, 410.869,   8.292, 651.446, 180.957, 80,0,47,  750
11:40:12.148,27583108065648,75.922743, 3100,  18.414,1480.882, 411.356,   7.542, 652.164, 181.157, 78,0,47,  750
11:40:12.249,27583359390732,76.023506, 2800,  14.536,1482.346, 411.763,   4.850, 652.653, 181.292, 76,0,47,  750
11:40:12.351,27583612493988,76.124981, 2800,  17.444,1484.116, 412.255,   6.673, 653.330, 181.481, 75,0,47,  750
11:40:12.451,27583863668159,76.225684, 3500,  19.241,1486.054, 412.793,   8.420, 654.178, 181.716, 77,0,47,  750
11:40:12.552,27584114777064,76.326360, 2700,  23.875,1488.458, 413.460,  12.684, 655.455, 182.071, 78,0,47,  750
11:40:12.652,27584363546635,76.426098, 3500,  24.795,1490.931, 414.147,  13.227, 656.774, 182.437, 81,0,47,  750
11:40:12.752,27584612660790,76.525974, 3500,  32.663,1494.193, 415.054,  20.312, 658.803, 183.001, 82,0,47,  750
11:40:12.848,27584854172844,76.622803, 2800,  19.868,1496.117, 415.588,   8.508, 659.627, 183.230, 81,0,47,  750
11:40:12.950,27585108780146,76.724881, 3500,  22.382,1498.401, 416.223,  10.366, 660.685, 183.524, 77,0,47,  750
11:40:13.049,27585355001242,76.823598, 3100,  17.575,1500.136, 416.705,   6.996, 661.375, 183.715, 76,0,47,  750
11:40:13.150,27585607463849,76.924816, 3500,  23.525,1502.518, 417.366,  11.971, 662.587, 184.052, 82,0,47,  750
11:40:13.249,27585853629888,77.023471, 3100,  15.383,1504.035, 417.788,   5.417, 663.122, 184.200, 75,0,47,  750
11:40:13.353,27586112075487,77.127062, 3500,  18.198,1505.920, 418.311,   7.473, 663.896, 184.415, 79,0,47,  750
11:40:13.449,27586352713184,77.223540, 3500,  21.489,1507.994, 418.887,   9.371, 664.800, 184.667, 79,0,47,  750
11:40:13.553,27586611826551,77.327426, 3100,  19.254,1509.994, 419.443,   8.186, 665.650, 184.903, 76,0,47,  750
11:40:13.652,27586858170275,77.426191, 1700,  16.645,1511.638, 419.899,   6.279, 666.270, 185.075, 76,0,47,  750
11:40:13.752,27587107674342,77.526224, 3500,  18.726,1513.511, 420.420,   8.212, 667.092, 185.303, 80,0,47,  750
11:40:13.851,27587354893132,77.625340, 3100,  24.199,1515.909, 421.086,  12.289, 668.310, 185.642, 76,0,47,  750
11:40:13.952,27587607447409,77.726596, 3500,  21.569,1518.093, 421.693,   9.890, 669.311, 185.920, 84,0,47,  750
11:40:14.049,27587849890063,77.823797, 3500,  20.685,1520.104, 422.251,   9.133, 670.199, 186.166, 80,0,47,  750
11:40:14.152,27588105363621,77.926223, 3500,  17.100,1521.855, 422.738,   6.778, 670.893, 186.359, 78,0,47,  750
11:40:14.249,27588347827699,78.023433, 3400,  14.551,1523.270, 423.131,   4.519, 671.333, 186.481, 76,0,47,  750
11:40:14.350,27588600410336,78.124700, 2500,  13.790,1524.666, 423.518,   4.349, 671.773, 186.604, 75,0,47,  750
11:40:14.451,27588852608032,78.225813, 2500,  11.942,1525.874, 423.854,   2.976, 672.074, 186.687, 74,0,47,  750
11:40:14.552,27589102762865,78.326106, 1700,  12.615,1527.139, 424.205,   3.424, 672.417, 186.783, 74,0,47,  750
11:40:14.651,27589351000859,78.425632, 3600,  12.815,1528.415, 424.560,   3.642, 672.780, 186.883, 75,0,47,  750
11:40:14.752,27589603019006,78.526672, 3100,  17.729,1530.206, 425.057,   7.116, 673.499, 187.083, 79,0,47,  750
11:40:14.851,27589848163921,78.624957, 2500,  11.906,1531.376, 425.382,   2.844, 673.778, 187.161, 74,0,47,  750
11:40:14.948,27590091457041,78.722500, 3100,  12.591,1532.604, 425.723,   3.428, 674.113, 187.253, 75,0,47,  750
11:40:15.049,27590343659190,78.823614, 1700,  12.581,1533.876, 426.077,   3.412, 674.458, 187.349, 73,0,47,  750
11:40:15.153,27590602561367,78.927349, 2500,  14.547,1535.385, 426.496,   4.878, 674.964, 187.490, 76,0,47,  750
11:40:15.252,27590849394151,79.026310, 2500,  13.363,1536.708, 426.863,   4.008, 675.360, 187.600, 76,0,47,  750
11:40:15.353,27591101129995,79.127238, 3500,  20.786,1538.806, 427.446,   9.427, 676.312, 187.864, 79,0,47,  750
11:40:15.448,27591339406771,79.222769, 3500,  17.333,1540.461, 427.906,   6.456, 676.928, 188.036, 85,0,47,  750
11:40:15.552,27591598911559,79.326811, 3500,  17.438,1542.276, 428.410,   6.762, 677.632, 188.231, 76,0,47,  750
11:40:15.652,27591847071106,79.426305, 3500,  26.111,1544.874, 429.132,  14.343, 679.059, 188.628, 82,0,47,  750
11:40:15.751,27592093168951,79.524972, 3500,  33.034,1548.133, 430.037,  20.028, 681.035, 189.176, 87,0,47,  750
11:40:15.851,27592344967571,79.625924, 3500,  20.686,1550.221, 430.617,   9.442, 681.988, 189.441, 80,0,47,  750
11:40:15.952,27592594681989,79.726041, 2500,  19.744,1552.198, 431.166,   8.338, 682.823, 189.673, 82,0,47,  750
11:40:16.053,27592847218421,79.827290, 3600,  15.386,1553.756, 431.599,   5.295, 683.359, 189.822, 78,0,47,  750
11:40:16.151,27593091678873,79.925300, 2700,  19.318,1555.649, 432.125,   8.113, 684.154, 190.043, 79,0,47,  750
11:40:16.249,27593336292715,80.023372, 3400,  24.013,1558.004, 432.779,  11.460, 685.278, 190.355, 80,0,47,  750
11:40:16.350,27593588826428,80.124619, 3500,  21.098,1560.140, 433.372,   9.527, 686.243, 190.623, 78,0,47,  750
11:40:16.452,27593843815607,80.226851, 2800,  21.148,1562.302, 433.973,   9.274, 687.191, 190.886, 78,0,47,  750
11:40:16.549,27594084090172,80.323184, 2500,  17.186,1563.958, 434.433,   6.505, 687.818, 191.060, 80,0,47,  750
11:40:16.648,27594332746626,80.422877, 3500,  17.439,1565.697, 434.916,   6.693, 688.485, 191.246, 80,0,47,  750
11:40:16.752,27594591620813,80.526666,  800,  19.139,1567.683, 435.467,   7.820, 689.296, 191.471, 80,0,47,  750
11:40:16.848,27594830798871,80.622559, 3500,  18.718,1569.478, 435.966,   7.833, 690.047, 191.680, 81,0,47,  750
11:40:16.953,27595091368209,80.727024, 3500,  21.666,1571.741, 436.595,   9.926, 691.084, 191.968, 80,0,47,  750
11:40:17.053,27595341679060,80.827317, 3100,  17.588,1573.505, 437.085,   7.073, 691.794, 192.165, 78,0,47,  750
11:40:17.150,27595584799585,80.924790, 1700,  20.584,1575.512, 437.642,   9.247, 692.695, 192.415, 80,0,47,  750
11:40:17.249,27595830560766,81.023322, 2800,  19.759,1577.458, 438.183,   8.266, 693.510, 192.642, 77,0,47,  750
11:40:17.352,27596086979473,81.126127, 3500,  23.100,1579.833, 438.843,  11.422, 694.684, 192.968, 78,0,47,  750
11:40:17.450,27596333298671,81.224883, 2500,  22.662,1582.071, 439.464,  10.343, 695.705, 193.251, 80,0,47,  750
11:40:17.551,27596584787048,81.325711, 3600,  20.070,1584.095, 440.026,   9.040, 696.617, 193.505, 81,0,47,  750
11:40:17.650,27596830410500,81.424188, 3600,  22.233,1586.284, 440.635,  10.354, 697.636, 193.788, 88,0,47,  750
11:40:17.752,27597084508700,81.526062, 3600,  23.338,1588.662, 441.295,  10.959, 698.753, 194.098, 87,0,47,  750
11:40:17.852,27597335799695,81.626811, 3500,  22.396,1590.918, 441.922,  10.369, 699.797, 194.388, 81,0,47,  750
11:40:17.950,27597580041966,81.724734, 3500,  21.683,1593.042, 442.512,   9.617, 700.739, 194.650, 83,0,47,  750
11:40:18.052,27597833095264,81.826190, 2500,  18.067,1594.875, 443.021,   7.202, 701.470, 194.853, 79,0,47,  750
11:40:18.148,27598074167668,81.922842, 2500,  22.088,1597.009, 443.614,  10.765, 702.510, 195.142, 77,0,47,  750
11:40:18.249,27598324750330,82.023307, 3500,  18.602,1598.878, 444.133,   7.824, 703.296, 195.360, 83,0,47,  750
11:40:18.350,27598575825378,82.123970, 2500,  28.732,1601.770, 444.936,  16.196, 704.927, 195.813, 80,0,47,  750
11:40:18.448,27598821439870,82.222443, 2500,  23.782,1604.112, 445.587,  12.051, 706.113, 196.143, 84,0,47,  750
11:40:18.550,27599076605625,82.324746, 3500,  17.645,1605.918, 446.088,   6.996, 706.829, 196.341, 80,0,47,  750
11:40:18.651,27599327759125,82.425440, 3100,  22.494,1608.183, 446.717,  10.788, 707.915, 196.643, 81,0,47,  750
11:40:18.750,27599574589341,82.524400, 3100,  25.513,1610.707, 447.419,  13.735, 709.275, 197.021, 79,0,47,  750
11:40:18.852,27599829604475,82.626576,  800,  34.505,1614.233, 448.398,  21.867, 711.509, 197.641, 82,0,47,  750
11:40:18.949,27600070796065,82.723276, 3500,  16.674,1615.845, 448.846,   6.142, 712.103, 197.806, 79,0,47,  750
11:40:19.049,27600320941454,82.823566, 3500,  15.663,1617.416, 449.282,   5.552, 712.659, 197.961, 77,0,47,  750
11:40:19.151,27600574188085,82.925099, 2500,  13.942,1618.832, 449.675,   4.445, 713.111, 198.086, 78,0,47,  750
11:40:19.249,27600819055325,83.023273, 1700,  16.180,1620.420, 450.117,   5.887, 713.689, 198.247, 76,0,47,  750
11:40:19.349,27601069466702,83.123669, 3500,  19.046,1622.332, 450.648,   8.022, 714.494, 198.471, 78,0,47,  750
