System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
11:39:35.652,27492075137323,39.426606, 3500,  32.142, 712.905, 198.029,  19.402, 298.299,  82.861, 81,0,47,  750
11:39:35.752,27492323592863,39.526218, 3500,  31.100, 716.003, 198.890,  18.391, 300.131,  83.370, 79,0,47,  750
11:39:35.854,27492579430315,39.628790, 3500,  20.174, 718.072, 199.464,   9.081, 301.063,  83.628, 80,0,47,  750
11:39:35.954,27492829014623,39.728855, 3600,  22.212, 720.294, 200.082,  10.340, 302.097,  83.916, 87,0,47,  750
11:39:36.054,27493078343640,39.828817, 3600,  26.358, 722.929, 200.814,  13.473, 303.444,  84.290, 79,0,47,  750
11:39:36.150,27493317390946,39.924658, 3400,  21.142, 724.956, 201.377,   9.723, 304.376,  84.549, 73,0,47,  750
11:39:36.250,27493567218884,40.024754, 3500,  20.399, 726.997, 201.944,   8.628, 305.239,  84.789, 79,0,47,  750
11:39:36.354,27493826690440,40.128783, 3600,  18.785, 728.952, 202.487,   7.677, 306.038,  85.011, 80,0,47,  750
11:39:36.454,27494076106898,40.228780, 3600,  23.879, 731.339, 203.150,  11.390, 307.177,  85.327, 88,0,47,  750
11:39:36.551,27494318361653,40.325907, 2500,  23.303, 733.603, 203.779,  10.953, 308.241,  85.622, 76,0,47,  750
11:39:36.654,27494574097075,40.428438, 3500,  21.788, 735.837, 204.399,   9.660, 309.231,  85.898, 81,0,47,  750
11:39:36.753,27494821629477,40.527680, 3500,  30.718, 738.885, 205.246,  18.263, 311.044,  86.401, 82,0,47,  750
11:39:36.854,27495073551337,40.628682, 3500,  29.094, 741.824, 206.062,  16.937, 312.754,  86.876, 82,0,47,  750
11:39:36.953,27495319584714,40.727323, 3500,  34.657, 745.242, 207.012,  21.403, 314.866,  87.463, 85,0,47,  750
11:39:37.054,27495571187843,40.828197, 3500,  36.134, 748.887, 208.024,  23.109, 317.197,  88.110, 83,0,47,  750
11:39:37.153,27495819164711,40.927617, 3300,  30.365, 751.906, 208.863,  17.927, 318.979,  88.605, 79,0,47,  750
11:39:37.250,27496061486826,41.024771, 3100,  26.237, 754.455, 209.571,  14.615, 320.399,  89.000, 82,0,47,  750
11:39:37.351,27496311946273,41.125186, 3600,  31.944, 757.663, 210.462,  18.898, 322.297,  89.527, 88,0,47,  750
11:39:37.454,27496568620303,41.228094, 3500,  25.085, 760.244, 211.179,  12.106, 323.542,  89.873, 83,0,47,  750
11:39:37.551,27496811835005,41.325605, 3500,  22.115, 762.401, 211.778,  10.199, 324.537,  90.149, 81,0,47,  750
11:39:37.653,27497065340256,41.427242, 3500,  22.891, 764.727, 212.424,  10.722, 325.627,  90.452, 77,0,47,  750
11:39:37.751,27497309925913,41.525302, 3600,  18.366, 766.528, 212.925,   7.315, 326.344,  90.651, 80,0,47,  750
11:39:37.854,27497568007930,41.628774, 3400,  20.867, 768.687, 213.524,   9.220, 327.298,  90.916, 81,0,47,  750
11:39:37.950,27497805714959,41.724077, 3500,  25.184, 771.088, 214.191,  12.556, 328.495,  91.249, 77,0,47,  750
11:39:38.052,27498062189474,41.826904, 3100,  17.738, 772.912, 214.698,   6.913, 329.205,  91.446, 77,0,47,  750
11:39:38.154,27498316066900,41.928624, 3100,  23.381, 775.290, 215.358,  11.288, 330.354,  91.765, 75,0,47,  750
11:39:38.250,27498555711709,42.024704, 3500,  19.661, 777.179, 215.883,   8.199, 331.141,  91.984, 81,0,47,  750
11:39:38.350,27498804093821,42.124287, 3600,  22.374, 779.407, 216.502,  10.438, 332.181,  92.272, 81,0,47,  750
11:39:38.450,27499053946494,42.224459, 3100,  23.945, 781.806, 217.168,  11.521, 333.335,  92.593, 76,0,47,  750
11:39:38.554,27499313991996,42.328718, 3600,  22.825, 784.185, 217.829,  10.440, 334.423,  92.895, 85,0,47,  750
11:39:38.654,27499563425213,42.428723, 3600,  21.252, 786.311, 218.420,   9.416, 335.365,  93.157, 84,0,47,  750
11:39:38.753,27499810768414,42.527889, 3500,  31.886, 789.473, 219.298,  18.903, 337.240,  93.678, 87,0,47,  750
11:39:38.853,27500058583477,42.627244, 3500,  31.053, 792.558, 220.155,  18.209, 339.049,  94.180, 81,0,47,  750
11:39:38.952,27500305306407,42.726162, 2800,  20.351, 794.571, 220.714,   9.186, 339.957,  94.433, 77,0,47,  750
11:39:39.052,27500555160548,42.826335, 3500,  20.541, 796.629, 221.286,   9.012, 340.860,  94.683, 81,0,47,  750
11:39:39.149,27500798328513,42.923827, 3600,  21.791, 798.753, 221.876,  10.105, 341.845,  94.957, 83,0,47,  750
11:39:39.250,27501049994582,43.024727, 3500,  21.024, 800.874, 222.465,   9.382, 342.792,  95.220, 87,0,47,  750
11:39:39.350,27501297551298,43.123979, 3600,  24.573, 803.313, 223.143,  12.346, 344.017,  95.560, 78,0,47,  750
11:39:39.454,27501556938086,43.227974, 3500,  20.154, 805.409, 223.725,   8.819, 344.934,  95.815, 81,0,47,  750
11:39:39.553,27501804578234,43.327259, 3600,  19.352, 807.331, 224.259,   8.017, 345.730,  96.036, 76,0,47,  750
11:39:39.654,27502057556110,43.428684, 3100,  19.812, 809.340, 224.817,   8.471, 346.590,  96.275, 77,0,47,  750
11:39:39.754,27502307040478,43.528709, 3500,  24.186, 811.759, 225.489,  11.645, 347.754,  96.598, 88,0,47,  750
11:39:39.854,27502555393788,43.628280, 3500,  22.769, 814.026, 226.118,  10.777, 348.827,  96.896, 77,0,47,  750
11:39:39.951,27502797676975,43.725351, 3500,  23.014, 816.260, 226.739,  10.709, 349.867,  97.185, 85,0,47,  750
11:39:40.054,27503055301909,43.828639, 3600,  21.269, 818.457, 227.349,   9.574, 350.856,  97.460, 81,0,47,  750
11:39:40.150,27503294590771,43.924577, 3500,  20.970, 820.469, 227.908,   9.330, 351.751,  97.709, 85,0,47,  750
11:39:40.250,27503544152762,44.024632, 3500,  26.727, 823.143, 228.651,  13.294, 353.081,  98.078, 79,0,47,  750
11:39:40.350,27503793764899,44.124708, 3500,  24.122, 825.557, 229.321,  11.990, 354.281,  98.411, 79,0,47,  750
11:39:40.454,27504052945512,44.228621, 3100,  19.922, 827.627, 229.896,   8.368, 355.151,  98.653, 79,0,47,  750
11:39:40.551,27504293657819,44.325128, 2800,  17.586, 829.325, 230.368,   6.763, 355.803,  98.834, 75,0,47,  750
11:39:40.654,27504551489094,44.428500, 2800,  24.489, 831.856, 231.071,  12.262, 357.071,  99.186, 78,0,47,  750
11:39:40.750,27504791211642,44.524611, 3600,  23.798, 834.143, 231.706,  11.276, 358.155,  99.487, 75,0,47,  750
11:39:40.854,27505050692990,44.628644, 3600,  21.243, 836.353, 232.320,   9.665, 359.160,  99.767, 83,0,47,  750
11:39:40.952,27505293803388,44.726113, 3500,  21.249, 838.424, 232.896,   9.548, 360.091, 100.025, 78,0,47,  750
11:39:41.054,27505549520059,44.828636, 3500,  20.570, 840.533, 233.481,   9.047, 361.018, 100.283, 82,0,47,  750
11:39:41.151,27505791519969,44.925660, 3600,  23.537, 842.817, 234.116,  11.030, 362.088, 100.580, 81,0,47,  750
11:39:41.251,27506040999688,45.025683, 3500,  22.794, 845.097, 234.749,  10.716, 363.160, 100.878, 79,0,47,  750
11:39:41.351,27506288976243,45.125103, 3500,  19.209, 847.007, 235.280,   8.057, 363.961, 101.100, 80,0,47,  750
11:39:41.453,27506544814896,45.227676, 3600,  20.172, 849.076, 235.854,   8.613, 364.845, 101.346, 84,0,47,  750
11:39:41.553,27506794444450,45.327759, 2800,  17.962, 850.874, 236.354,   7.271, 365.572, 101.548, 74,0,47,  750
11:39:41.654,27507046087312,45.428649, 3500,  23.362, 853.231, 237.008,  10.885, 366.671, 101.853, 81,0,47,  750
11:39:41.754,27507293797825,45.527962, 3500,  23.275, 855.542, 237.651,  11.362, 367.799, 102.166, 77,0,47,  750
11:39:41.850,27507535758216,45.624905, 2800,  21.268, 857.604, 238.223,   9.387, 368.709, 102.419, 77,0,47,  750
11:39:41.950,27507783001786,45.724031, 3600,  20.825, 859.668, 238.797,   9.100, 369.611, 102.670, 83,0,47,  750
11:39:42.049,27508031809349,45.823784, 3500,  19.768, 861.640, 239.344,   8.485, 370.457, 102.905, 81,0,47,  750
11:39:42.154,27508293141516,45.928559, 2800,  21.964, 863.941, 239.984,   9.750, 371.479, 103.189, 74,0,47,  750
11:39:42.250,27508532584716,46.024558, 3500,  22.005, 866.054, 240.571,  10.236, 372.462, 103.462, 80,0,47,  750
11:39:42.352,27508785735841,46.126053, 3100,  21.488, 868.235, 241.176,   9.639, 373.440, 103.733, 79,0,47,  750
11:39:42.454,27509041441553,46.228572, 3500,  18.782, 870.160, 241.711,   7.690, 374.228, 103.952, 79,0,47,  750
11:39:42.554,27509290885909,46.328581, 3600,  24.886, 872.649, 242.403,  12.291, 375.457, 104.294, 87,0,47,  750
11:39:42.650,27509528851294,46.423987, 3600,  25.969, 875.127, 243.091,  13.180, 376.715, 104.643, 78,0,47,  750
11:39:42.754,27509789642801,46.528545, 3400,  17.948, 877.003, 243.612,   7.055, 377.453, 104.848, 77,0,47,  750
11:39:42.849,27510027317200,46.623835,  800,  17.355, 878.657, 244.071,   6.360, 378.059, 105.016, 74,0,47,  750
11:39:42.950,27510278508697,46.724544, 2700,  17.652, 880.435, 244.565,   6.906, 378.754, 105.209, 75,0,47,  750
11:39:43.049,27510525910159,46.823734, 3500,  21.452, 882.563, 245.156,   9.672, 379.713, 105.476, 86,0,47,  750
11:39:43.152,27510781166460,46.926073, 2500,  26.398, 885.264, 245.907,  14.082, 381.155, 105.876, 77,0,47,  750
11:39:43.250,27511026835791,47.024568, 3500,  19.919, 887.226, 246.452,   8.397, 381.982, 106.106, 86,0,47,  750
11:39:43.350,27511275138365,47.124119, 3500,  16.846, 888.903, 246.918,   6.356, 382.614, 106.282, 77,0,47,  750
11:39:43.451,27511527082114,47.225130, 3000,  17.696, 890.691, 247.414,   6.963, 383.318, 106.477, 73,0,47,  750
11:39:43.554,27511785125821,47.328586, 3600,  23.411, 893.113, 248.087,  11.108, 384.467, 106.796, 82,0,47,  750
11:39:43.649,27512022833188,47.423879, 2800,  21.361, 895.148, 248.652,   9.942, 385.414, 107.060, 74,0,47,  750
11:39:43.750,27512274835557,47.524858, 3500,  21.217, 897.291, 249.247,   8.991, 386.322, 107.312, 81,0,47,  750
11:39:43.852,27512527082228,47.625990, 2500,  18.410, 899.153, 249.765,   7.495, 387.080, 107.522, 76,0,47,  750
11:39:43.953,27512779160967,47.727055, 3600,  20.441, 901.218, 250.338,   8.933, 387.983, 107.773, 84,0,47,  750
11:39:44.054,27513031267417,47.828131, 3600,  24.473, 903.692, 251.026,  11.727, 389.168, 108.102, 77,0,47,  750
11:39:44.154,27513281640510,47.928512, 3500,  24.357, 906.137, 251.705,  12.449, 390.418, 108.449, 81,0,47,  750
11:39:44.250,27513521024533,48.024487, 3500,  21.978, 908.246, 252.291,   9.971, 391.375, 108.715, 82,0,47,  750
11:39:44.352,27513774377657,48.126063, 3500,  21.498, 910.430, 252.897,   9.820, 392.372, 108.992, 83,0,47,  750
11:39:44.454,27514029875247,48.228498, 3100,  21.443, 912.627, 253.507,   9.493, 393.345, 109.262, 77,0,47,  750
11:39:44.550,27514269216359,48.324457, 3600,  25.248, 915.049, 254.180,  12.589, 394.553, 109.598, 77,0,47,  750
11:39:44.654,27514528681505,48.428483, 3500,  21.739, 917.311, 254.809,   9.804, 395.573, 109.881, 82,0,47,  750
11:39:44.754,27514778183953,48.528515, 2500,  19.033, 919.215, 255.337,   7.787, 396.352, 110.098, 74,0,47,  750
11:39:44.850,27515016471153,48.624050, 2700,  18.367, 920.969, 255.825,   7.374, 397.056, 110.293, 75,0,47,  750
11:39:44.954,27515277015545,48.728509, 3500,  24.231, 923.500, 256.528,  11.651, 398.273, 110.631, 88,0,47,  750
11:39:45.050,27515516566623,48.824552, 3500,  25.353, 925.935, 257.204,  12.974, 399.519, 110.978, 82,0,47,  750
11:39:45.152,27515769566874,48.925986, 3500,  23.630, 928.332, 257.870,  11.344, 400.670, 111.297, 85,0,47,  750
11:39:45.250,27516015290819,49.024503, 3500,  21.030, 930.404, 258.446,   9.218, 401.578, 111.549, 85,0,47,  750
11:39:45.354,27516274699963,49.128507, 3500,  22.915, 932.787, 259.108,  10.881, 402.710, 111.864, 88,0,47,  750
11:39:45.449,27516511567312,49.223473, 3500,  26.300, 935.285, 259.801,  13.055, 403.950, 112.208, 81,0,47,  750
11:39:45.554,27516773512445,49.328428, 3500,  21.575, 937.549, 260.430,   9.824, 404.981, 112.495, 83,0,47,  750
11:39:45.652,27517017645173,49.426307, 3500,  20.661, 939.572, 260.992,   8.880, 405.850, 112.736, 84,0,47,  750
11:39:45.752,27517266795919,49.526198, 3500,  19.535, 941.523, 261.534,   8.501, 406.699, 112.972, 79,0,47,  750
11:39:45.855,27517524358625,49.629461, 2800,  23.245, 943.923, 262.201,  10.969, 407.832, 113.287, 80,0,47,  750
11:39:45.950,27517761279565,49.724449, 3500,  26.494, 946.440, 262.900,  13.421, 409.107, 113.641, 76,0,47,  750
11:39:46.053,27518018212500,49.827460, 3600,  21.880, 948.694, 263.526,  10.005, 410.137, 113.927, 83,0,47,  750
11:39:46.149,27518257882142,49.923550, 2500,  16.519, 950.281, 263.967,   6.018, 410.715, 114.088, 77,0,47,  750
11:39:46.250,27518509513465,50.024436, 3500,  20.640, 952.364, 264.545,   9.002, 411.624, 114.340, 84,0,47,  750
11:39:46.350,27518758630609,50.124313, 3500,  25.577, 954.918, 265.255,  12.709, 412.893, 114.692, 90,0,47,  750
11:39:46.452,27519013925599,50.226667, 3500,  24.100, 957.385, 265.940,  11.834, 414.104, 115.029, 77,0,47,  750
11:39:46.554,27519266537280,50.327946, 3500,  20.949, 959.507, 266.530,   9.005, 415.016, 115.282, 79,0,47,  750
11:39:46.654,27519516004158,50.427964, 3500,  19.038, 961.411, 267.059,   7.732, 415.790, 115.497, 80,0,47,  750
11:39:46.754,27519766649634,50.528454, 3600,  19.158, 963.336, 267.593,   7.865, 416.580, 115.717, 85,0,47,  750
11:39:46.854,27520015268043,50.628132, 3500,  25.595, 965.887, 268.302,  12.379, 417.814, 116.059, 79,0,47,  750
11:39:46.952,27520259654790,50.726113, 3500,  24.352, 968.273, 268.965,  12.341, 419.023, 116.395, 82,0,47,  750
11:39:47.052,27520510435656,50.826657, 3500,  19.425, 970.226, 269.507,   8.000, 419.827, 116.619, 76,0,47,  750
11:39:47.154,27520764239672,50.928414, 3500,  19.876, 972.249, 270.069,   8.495, 420.692, 116.859, 84,0,47,  750
11:39:47.250,27521003736573,51.024434, 3400,  22.502, 974.409, 270.669,  10.346, 421.685, 117.135, 78,0,47,  750
11:39:47.350,27521253598330,51.124610, 2500,  25.042, 976.918, 271.366,  12.515, 422.939, 117.483, 76,0,47,  750
11:39:47.454,27521512580775,51.228377, 3600,  21.946, 979.195, 271.999,   9.772, 423.953, 117.765, 87,0,47,  750
11:39:47.551,27521754902357,51.325530, 3500,  21.983, 981.331, 272.592,  10.247, 424.948, 118.041, 86,0,47,  750
11:39:47.654,27522010551675,51.428027, 3600,  19.795, 983.360, 273.156,   8.486, 425.818, 118.283, 82,0,47,  750
11:39:47.754,27522260870592,51.528386, 3600,  26.508, 986.020, 273.895,  13.201, 427.143, 118.651, 90,0,47,  750
11:39:47.854,27522510248913,51.628368, 3500,  22.146, 988.234, 274.510,  10.288, 428.172, 118.937, 83,0,47,  750
11:39:47.951,27522753397151,51.725853, 3500,  21.945, 990.374, 275.104,   9.917, 429.139, 119.205, 84,0,47,  750
11:39:48.054,27523009145692,51.828389, 3600,  20.593, 992.485, 275.690,   9.003, 430.062, 119.462, 84,0,47,  750
11:39:48.150,27523248775117,51.924462, 3500,  23.813, 994.773, 276.326,  11.267, 431.144, 119.762, 84,0,47,  750
11:39:48.250,27523497976667,52.024374, 3500,  23.379, 997.109, 276.975,  11.098, 432.253, 120.070, 75,0,47,  750
11:39:48.351,27523750891471,52.125774, 3100,  21.800, 999.319, 277.589,   9.917, 433.258, 120.350, 79,0,47,  750
11:39:48.449,27523994713775,52.223528,  800,  20.812,1001.354, 278.154,   9.550, 434.192, 120.609, 76,0,47,  750
11:39:48.551,27524249917171,52.325846, 3500,  17.560,1003.151, 278.653,   6.678, 434.875, 120.799, 74,0,47,  750
11:39:48.654,27524505650002,52.428376, 3500,  25.250,1005.739, 279.372,  12.411, 436.148, 121.152, 85,0,47,  750
11:39:48.751,27524748723798,52.525831, 3500,  25.859,1008.259, 280.072,  13.235, 437.438, 121.510, 80,0,47,  750
11:39:48.854,27525004489130,52.628374, 3500,  20.694,1010.381, 280.662,   8.853, 438.345, 121.763, 85,0,47,  750
11:39:48.951,27525246969861,52.725591, 3600,  21.394,1012.461, 281.239,   9.675, 439.286, 122.024, 85,0,47,  750
11:39:49.054,27525503369761,52.828388, 3500,  23.651,1014.893, 281.915,  11.195, 440.437, 122.344, 88,0,47,  750
11:39:49.151,27525745578887,52.925496, 3500,  27.309,1017.544, 282.651,  14.247, 441.820, 122.728, 79,0,47,  750
11:39:49.250,27525992390225,53.024449,  800,  22.491,1019.770, 283.269,  10.772, 442.886, 123.024, 85,0,47,  750
11:39:49.351,27526244701600,53.125540, 3500,  19.216,1021.713, 283.809,   7.876, 443.682, 123.245, 80,0,47,  750
11:39:49.451,27526494303854,53.225612, 3500,  19.603,1023.674, 284.354,   8.219, 444.505, 123.474, 82,0,47,  750
11:39:49.551,27526743833419,53.325655, 3500,  25.036,1026.179, 285.050,  12.196, 445.725, 123.813, 87,0,47,  750
11:39:49.649,27526987730932,53.423440, 3500,  23.543,1028.481, 285.689,  11.211, 446.821, 124.117, 75,0,47,  750
11:39:49.754,27527249497063,53.528388,  800,  23.071,1030.902, 286.362,  10.832, 447.958, 124.433, 84,0,47,  750
11:39:49.853,27527496860538,53.627563, 3500,  20.031,1032.889, 286.914,   8.570, 448.808, 124.669, 85,0,47,  750
11:39:49.951,27527741846423,53.725784, 3500,  19.699,1034.824, 287.451,   8.459, 449.639, 124.900, 85,0,47,  750
11:39:50.054,27527997565733,53.828309, 3500,  24.737,1037.360, 288.156,  11.864, 450.855, 125.238, 78,0,47,  750
11:39:50.151,27528240813392,53.925833, 2500,  20.810,1039.390, 288.719,   9.346, 451.767, 125.491, 77,0,47,  750
11:39:50.250,27528486461232,54.024320, 3500,  20.147,1041.374, 289.270,   8.403, 452.594, 125.721, 81,0,47,  750
11:39:50.350,27528735332534,54.124099, 3600,  21.329,1043.502, 289.862,   9.642, 453.557, 125.988, 83,0,47,  750
11:39:50.450,27528985226220,54.224287, 3500,  24.628,1045.969, 290.547,  12.141, 454.773, 126.326, 84,0,47,  750
11:39:50.551,27529238381648,54.325784, 3500,  23.814,1048.386, 291.218,  11.598, 455.950, 126.653, 81,0,47,  750
11:39:50.652,27529490613814,54.426910, 3500,  30.096,1051.430, 292.064,  17.592, 457.729, 127.147, 81,0,47,  750
11:39:50.754,27529742827939,54.528030, 3500,  27.790,1054.240, 292.844,  15.595, 459.306, 127.585, 81,0,47,  750
11:39:50.853,27529990588794,54.627363, 3500,  21.737,1056.399, 293.444,  10.126, 460.312, 127.864, 88,0,47,  750
11:39:50.950,27530231686815,54.724026, 3500,  25.343,1058.849, 294.125,  12.389, 461.509, 128.197, 86,0,47,  750
11:39:51.054,27530491768866,54.828299, 3500,  23.467,1061.296, 294.804,  11.311, 462.689, 128.525, 82,0,47,  750
11:39:51.150,27530731914426,54.924514, 3000,  21.332,1063.348, 295.375,   9.729, 463.625, 128.785, 82,0,47,  750
11:39:51.252,27530985759638,55.026287, 3500,  15.906,1064.967, 295.824,   5.773, 464.212, 128.948, 77,0,47,  750
11:39:51.353,27531237635544,55.127271, 2500,  17.064,1066.690, 296.303,   6.612, 464.880, 129.133, 77,0,47,  750
11:39:51.451,27531482676365,55.225514, 3600,  17.481,1068.408, 296.780,   6.798, 465.548, 129.319, 84,0,47,  750
11:39:51.549,27531726968144,55.323457, 3500,  17.930,1070.164, 297.268,   7.414, 466.274, 129.521, 78,0,47,  750
11:39:51.653,27531986429734,55.427482, 3500,  17.468,1071.981, 297.772,   6.613, 466.962, 129.712, 79,0,47,  750
11:39:51.749,27532225412266,55.523296, 2500,  14.530,1073.373, 298.159,   4.757, 467.418, 129.838, 74,0,47,  750
11:39:51.854,27532487155722,55.628236, 2800,  16.418,1075.096, 298.638,   6.148, 468.063, 130.017, 75,0,47,  750
11:39:51.952,27532731102453,55.726040, 3300,  26.953,1077.732, 299.370,  14.977, 469.528, 130.424, 82,0,47,  750
11:39:52.052,27532981622204,55.826480, 3500,  31.392,1080.885, 300.246,  18.436, 471.379, 130.939, 78,0,47,  750
11:39:52.153,27533233438534,55.927440, 3500,  31.025,1084.017, 301.116,  18.427, 473.240, 131.455, 89,0,47,  750
11:39:52.250,27533474972432,56.024277, 2800,  24.189,1086.360, 301.767,  12.499, 474.450, 131.792, 79,0,47,  750
11:39:52.354,27533733740780,56.128024, 1700,  17.391,1088.164, 302.268,   6.963, 475.172, 131.992, 75,0,47,  750
11:39:52.452,27533980022682,56.226765, 2800,  16.138,1089.758, 302.710,   5.843, 475.749, 132.153, 75,0,47,  750
11:39:52.554,27534232623115,56.328039, 3600,  18.706,1091.652, 303.237,   7.643, 476.523, 132.368, 85,0,47,  750
11:39:52.654,27534482522742,56.428230, 3500,  21.743,1093.831, 303.842,  10.262, 477.552, 132.653, 78,0,47,  750
11:39:52.751,27534725643665,56.525704, 2500,  14.011,1095.196, 304.221,   4.218, 477.963, 132.767, 75,0,47,  750
11:39:52.849,27534970397227,56.623832, 3300,  20.206,1097.179, 304.772,   9.300, 478.875, 133.021, 78,0,47,  750
11:39:52.954,27535230740988,56.728201, 3500,  16.395,1098.890, 305.247,   6.259, 479.529, 133.202, 76,0,47,  750
11:39:53.051,27535473183024,56.825346, 3500,  23.581,1101.181, 305.884,  11.095, 480.606, 133.502, 88,0,47,  750
11:39:53.151,27535723241813,56.925601, 3500,  25.473,1103.735, 306.593,  13.201, 481.930, 133.869, 78,0,47,  750
11:39:53.250,27535969102876,57.024173, 3500,  21.441,1105.848, 307.180,   9.414, 482.858, 134.127, 86,0,47,  750
11:39:53.354,27536228524515,57.128181, 3500,  21.087,1108.041, 307.789,   9.479, 483.844, 134.401, 85,0,47,  750
11:39:53.454,27536477960290,57.228187, 3600,  21.993,1110.241, 308.400,  10.063, 484.850, 134.681, 85,0,47,  750
11:39:53.551,27536721157184,57.325691, 3500,  25.424,1112.720, 309.089,  12.446, 486.064, 135.018, 79,0,47,  750
11:39:53.649,27536964428727,57.423225, 3500,  20.996,1114.768, 309.658,   9.523, 486.992, 135.276, 85,0,47,  750
11:39:53.754,27537226049159,57.528115, 3500,  30.145,1117.930, 310.536,  17.594, 488.838, 135.788, 86,0,47,  750
11:39:53.852,27537471230215,57.626414, 3100,  29.017,1120.782, 311.328,  16.681, 490.477, 136.244, 80,0,47,  750
11:39:53.953,27537722042065,57.726971, 3600,  21.639,1122.958, 311.933,   9.851, 491.468, 136.519, 86,0,47,  750
11:39:54.051,27537967242963,57.825279, 2500,  22.807,1125.200, 312.556,  10.771, 492.527, 136.813, 78,0,47,  750
11:39:54.150,27538214449916,57.924390, 3500,  23.153,1127.495, 313.193,  11.480, 493.665, 137.129, 81,0,47,  750
11:39:54.250,27538463302438,58.024162, 3300,  20.673,1129.557, 313.766,   9.385, 494.601, 137.389, 80,0,47,  750
11:39:54.350,27538712844698,58.124210, 3600,  23.172,1131.876, 314.410,  11.685, 495.770, 137.714, 78,0,47,  750
11:39:54.451,27538965406556,58.225468, 3500,  22.008,1134.104, 315.029,  10.553, 496.839, 138.011, 80,0,47,  750
11:39:54.549,27539209475008,58.323322, 3000,  19.658,1136.028, 315.563,   8.577, 497.678, 138.244, 80,0,47,  750
11:39:54.650,27539461559744,58.424389, 2500,  29.408,1139.000, 316.389,  16.787, 499.375, 138.715, 80,0,47,  750
11:39:54.751,27539713677623,58.525470, 3600,  14.113,1140.426, 316.785,   4.303, 499.810, 138.836, 78,0,47,  750
11:39:54.852,27539965757578,58.626469, 2500,  15.992,1142.042, 317.234,   5.873, 500.403, 139.001, 75,0,47,  750
11:39:54.953,27540217932150,58.727572, 3600,  15.071,1143.565, 317.657,   5.210, 500.930, 139.147, 75,0,47,  750
11:39:55.052,27540465029737,58.826640, 3500,  18.588,1145.407, 318.169,   7.728, 501.695, 139.360, 82,0,47,  750
11:39:55.151,27540711989637,58.925653, 3300,  36.829,1149.053, 319.181,  23.613, 504.033, 140.009, 81,0,47,  750
11:39:55.250,27540957536212,59.024099, 3500,  30.565,1152.062, 320.017,  17.726, 505.778, 140.494, 84,0,47,  750
11:39:55.351,27541209380742,59.125070, 3600,  30.985,1155.191, 320.886,  18.452, 507.641, 141.011, 86,0,47,  750
11:39:55.452,27541461012341,59.225955, 2500,  15.935,1156.798, 321.333,   5.707, 508.217, 141.171, 76,0,47,  750
11:39:55.551,27541708650590,59.325240, 3400,  16.770,1158.463, 321.795,   6.711, 508.883, 141.356, 78,0,47,  750
11:39:55.649,27541952742776,59.423103, 2700,  24.937,1160.904, 322.473,  12.868, 510.143, 141.706, 78,0,47,  750
11:39:55.749,27542203256241,59.523540, 3100,  22.962,1163.210, 323.114,  11.673, 511.315, 142.032, 80,0,47,  750
11:39:55.853,27542462058243,59.627301, 2500,  17.709,1165.047, 323.624,   7.294, 512.072, 142.242, 76,0,47,  750
11:39:55.952,27542709941750,59.726684, 3500,  14.623,1166.501, 324.028,   4.777, 512.547, 142.374, 80,0,47,  750
11:39:56.049,27542950891193,59.823287, 3300,  14.328,1167.885, 324.412,   5.122, 513.042, 142.512, 79,0,47,  750
11:39:56.150,27543203067977,59.924391, 3500,  26.965,1170.611, 325.170,  14.835, 514.541, 142.928, 81,0,47,  750
11:39:56.250,27543451792404,60.024111, 2500,  17.489,1172.355, 325.654,   7.040, 515.243, 143.123, 76,0,47,  750
11:39:56.351,27543704838511,60.125564, 2500,  19.445,1174.328, 326.202,   8.527, 516.109, 143.363, 75,0,47,  750
11:39:56.451,27543954378716,60.225611, 2800,  21.040,1176.433, 326.787,   9.980, 517.107, 143.641, 77,0,47,  750
11:39:56.551,27544202467639,60.325076, 3100,  24.917,1178.911, 327.475,  13.265, 518.426, 144.007, 79,0,47,  750
11:39:56.651,27544452168240,60.425121, 3500,  18.612,1180.773, 327.993,   7.697, 519.196, 144.221, 86,0,47,  750
11:39:56.753,27544708361990,60.527836, 3500,  22.207,1183.054, 328.626,  10.458, 520.271, 144.520, 85,0,47,  750
11:39:56.853,27544957796458,60.627841, 3500,  35.062,1186.560, 329.600,  21.878, 522.458, 145.127, 84,0,47,  750
11:39:56.951,27545199986587,60.724941, 3500,  28.760,1189.353, 330.376,  16.669, 524.077, 145.577, 82,0,47,  750
11:39:57.050,27545447564425,60.824202, 2700,  21.103,1191.448, 330.958,  10.322, 525.102, 145.862, 78,0,47,  750
11:39:57.153,27545705771290,60.927723, 3100,  17.188,1193.227, 331.452,   6.721, 525.797, 146.055, 76,0,47,  750
11:39:57.250,27545946009925,61.024041, 1700,  13.724,1194.549, 331.819,   4.196, 526.202, 146.167, 75,0,47,  750
11:39:57.351,27546197739471,61.124966, 3500,  23.673,1196.938, 332.483,  12.073, 527.420, 146.506, 80,0,47,  750
11:39:57.449,27546442964407,61.223283, 3100,  23.485,1199.247, 333.124,  11.913, 528.591, 146.831, 80,0,47,  750
